Word,Count
coding:,8
blended,8
\1-luminous,\,8
Endian,8
Style,8
Interface,8
@FT_LOAD_NO_SCALE,8
directions,8
scan-line,8
aface,8
Range,8
similar,8
\change,\,8
CMYK,8
behavior,8
Array,8
@T2_Hints,8
WARNING:,8
treated,8
@FTC_FaceID,8
`anode',8
consist,8
account,8
command,8
says,8
collection,8
msg,8
rotated,8
Apply,8
idx,8
gcc,8
Provide,8
converting,8
detailed,8
suzuki,8
mNumVertices,8
match,8
high,8
Borland,8
\1996-2003,\,8
give,8
FreeImage_ToneMapping,8
consists,8
Notice,8
End:,8
BITMAPINFOHEADER,8
anim,8
replace,8
Extensions,8
\16-,\,8
accuracy,8
`PSNames',8
decompressor,8
queue,8
Removes,8
bitwise,8
FT_UInt,8
Construction,8
remaining,8
Offset,8
\objects,\,8
`gasp',8
unchanged,8
extracted,8
explicitly,8
\Currently,\,8
coefficient,8
sent,8
i.e,8
Mode,8
meaning,8
force_channels,8
describes,8
strong,8
value~0,8
Bayer,8
Hat,8
fill,8
Vertical,8
occurs,8
starts,8
distances,8
scenegraph,8
Palette,8
assembler,8
initialization,8
levels,8
ASSIMP,8
splits,8
engine->createDirectionalLight(,8
spacing,8
produced,8
undefine,8
equation,8
Upon,8
`count',8
nested,8
arbitrary,8
\not,\,8
anyway,8
reasons,8
RGBQUAD,8
dependent,8
compressor,8
exception,8
\%2.3f,\,8
unit,8
builds,8
BITMAPINFO,8
major,8
exactly,8
though,8
\point,\,8
post-processing,8
pathname,8
\2011,\,8
32bit,8
`FT_Err_Unimplemented_Feature',8
winding,8
axis's,8
Specify,8
every,8
//Illegal,8
SFNT-based,8
\particular,\,8
comment,8
scaler,8
\1.5f,\,8
attach,8
\interface,\,8
preset,8
miter,8
Variables:,8
2011-05-31,8
patented,8
detect,8
gzip,8
s,8
caching,8
shouldn't,8
Same,8
carry,8
2011-01-15,8
\2-luminous/alpha,\,8
installed,8
candidate,8
area,8
subglyphs,8
partially,8
`feature',8
supply,8
Complex,8
multiplier,8
FT_DEBUG_LEVEL_TRACE,8
encapsulates,8
4-RGBA,8
TT_CONFIG_OPTION_SUBPIXEL_HINTING,8
mean,8
\K.K.,\,8
above),8
spec,8
resources,8
1-bit,8
loop,8
designed,8
doing,8
FNT,8
globals,8
undefining,8
why,8
\string,\,7
`b',7
2.3.6,7
positioned,7
fipWinImage,7
(GLM_SUPPORT_SWIZZLE_OPERATOR()),7
evaluated,7
2012-09-19,7
\height,\,7
\index,\,7
square,7
outer,7
\textures,\,7
\"\oak1"\\,7
locked,7
gindex,7
routine,7
0.5f,7
aspect,7
nearest,7
\flags,\,7
1995-2002,7
10,7
\optional,\,7
@FT_Raster_Params,7
interested,7
camera's,7
checking,7
please,7
stand-alone,7
referenced,7
Zappa,7
split,7
accessing,7
2.3.0,7
Written,7
uncompress,7
broken,7
Any,7
Group,7
term,7
library;,7
`destroy',7
Z_DATA_ERROR,7
impact,7
\code,\,7
highly,7
\sub-path,\,7
<ul>,7
pointing,7
arc,7
indexed,7
Will,7
controlled,7
tokens,7
infos,7
little-endian,7
arguments,7
FT_Open_Args,7
correction,7
general,7
\activated,\,7
</ul>,7
GLboolean,7
animated,7
TYPE,7
`create',7
Attach,7
u,7
strict,7
FT_Property_Set(,7
_MSC_VER,7
discard,7
+x,7
initial,7
limits,7
TTF,7
\FreeImage_GetBPP,\,7
accessible,7
&library,7
std::cout,7
!__cplusplus,7
\cache,\,7
symbols,7
fipTag,7
modifications,7
Nardelli,7
`pic_init',7
\names,\,7
scanline,7
FreeImage_SaveMultiBitmapToMemory,7
@inout:,7
publicly,7
redefine,7
scan-converter,7
Z_STREAM_END,7
referred,7
pcf,7
adjustment,7
Depth,7
(define,7
vs,7
van,7
horizontally,7
fipMultiPage,7
@FT_GlyphSlotRec,7
TABLE,7
\time,\,7
Francesco,7
\toshiya,\,7
join,7
TT_CONFIG_OPTION_UNPATENTED_HINTING,7
sense,7
require,7
host,7
Variation,7
Setup,7
----------------------------------------------------,7
validate,7
interpretation,7
128-bit,7
domain,7
exporters,7
real-time,7
hook,7
checked,7
__GNUC__,7
translate,7
analysis,7
\5.0f,\,7
\"\C"\\,7
0xFF,7
`library',7
optimize,7
From,7
glm::radians(,7
latter,7
`pic_free',7
Origin,7
follows,7
#aiProcess_ConvertToLeftHanded,7
I/O,7
\true,\,7
Find,7
descriptors,7
\stream,\,7
Represent,7
Header,7
\them,\,7
Note:,7
synthesize,7
difference,7
weight,7
baseline,7
zero-terminated,7
writes,7
Meshes,7
fine-tune,7
rules,7
sub-pixels,7
keywords,7
emulated,7
threshold,7
Helper,7
4-byte,7
x_ppem,7
Definitions,7
Punctuation,7
\1996-2002,\,7
GL,7
2.2,7
typecast,7
So,7
Clone,7
4x4,7
Item,7
face;,7
Boolean,7
FSSpec,7
move,7
i/o,7
updated,7
\words,\,7
`EBDT',7
MM,7
allocator,7
etc),7
COLOR3,7
container,7
Position,7
@property:,7
considered,7
vec,7
lower,7
\glyphs,\,7
FT_Error,7
\system,\,7
chars,7
increase,7
Z_BUF_ERROR,7
\now,\,7
maps,7
to~0,7
advances,7
incorrect,7
glm::half(,7
Face,7
Toolkit's,7
executable,7
disabled,7
entered,7
index~0,7
\read,\,7
Mathematical,7
pipeline,7
Destination,7
(a.k.a,7
\formats,\,7
shadow's,7
Many,7
HTML,7
@fields:,7
40,7
\course,\,7
======================================================,6
-----------------------------------------------,6
SOIL,6
\2002-2008,\,6
Comparison,6
\error,\,6
`vmtx',6
];,6
dispersed,6
affect,6
automatic,6
BITMAPINFOHEADER->biCompression,6
identifiers,6
Remove,6
adjust,6
intermediate,6
1996-2001,6
belongs,6
FT_DEBUG_LEVEL_ERROR,6
p.position.z,6
4-,6
tracks,6
__STDC__,6
frames,6
non-standard,6
near,6
yet,6
BGR,6
unscaled,6
100<br>,6
.,6
p.position.x,6
FT_UShort,6
spans,6
!FT_DEBUG_LEVEL_TRACE,6
modeling,6
-100,6
FT_Pos,6
FreeImage_CloneTag,6
\directory,\,6
Where,6
linearly,6
It's,6
resize,6
2012-2013,6
subimage,6
leave,6
due,6
palletised,6
DEFINITIONS,6
charcode,6
OpenType),6
use_mask,6
tag),6
crash,6
opcodes,6
fringes,6
trying,6
track,6
\background,\,6
optional),6
IL,6
#aiProcess_OptimizeGraph,6
goes,6
workaround,6
\2006-2008,\,6
overrides,6
freeglut,6
\FreeImage_GetFIFFromFilename,\,6
image.<br>,6
Move,6
Adler,6
movement,6
cubic,6
\written,\,6
adler32,6
typical,6
capture,6
Because,6
decide,6
tag;,6
den,6
Demx::DirectionalLight*,6
remember,6
rate,6
Interpolator,6
<Sections>,6
ICC,6
grid-fitted,6
bbox,6
FreeImage_AllocateT,6
Initializes,6
State,6
everything,6
skip,6
FreeImage_CloseMemory,6
dummy,6
product,6
requirements,6
\coordinates,\,6
ambient,6
FreeImage_CreateTag,6
VEC2(,6
*comp,6
FILE,6
polygons,6
bit-field,6
choice,6
checkerboard,6
interpret,6
\pointer,\,6
patents,6
Multi-page,6
complete,6
while(,6
`FT_Stream_Close',6
rounded,6
namespace,6
---------------,6
HintMask,6
\COLOR3_WHITE,\,6
unicode,6
TYPE1,6
snap,6
FreeImage_Composite,6
IMPORTANT:,6
culling,6
FT_Fixed,6
Clipboard,6
org>,6
Marks,6
fourth,6
(no,6
bind,6
Saving,6
foreground,6
\however,\,6
looks,6
configurable,6
`move,6
ILUT_USE_WIN32,6
iterates,6
n,6
prefix,6
(either,6
APIs,6
`charmap',6
identification,6
clear,6
\given,\,6
asset,6
destroys,6
floating-point,6
Jamo,6
Vector,6
(based,6
wall->map(,6
Z_FINISH,6
Transform,6
\16,\,6
9,6
rid,6
Script,6
Make,6
choose,6
#aiProcess_SortByPType,6
extremum,6
&face,6
aiString,6
p.fade,6
`string',6
\image.setMetadata(FIMD_IPTC,\,6
req_comp,6
seems,6
FREEIMAGE_BIGENDIAN,6
auxiliary,6
turn,6
wrapper,6
windowBits,6
Enclosed,6
finder.findNextMetadata(tag),6
deallocate,6
(a,6
Usually,6
2011-09-13,6
\metrics,\,6
(modifications,6
Material,6
hDC,6
exporting,6
TGA,6
\output,\,6
`hmtx',6
###########################################################################,6
<b>Sample,6
head,6
\zalloc,\,6
Macintosh,6
6),6
easy,6
\HDC,\,6
clipping,6
TrueType/sfnt,6
representation,6
Ordered,6
produces,6
drop-out,6
clustered,6
StretchDIBits,6
!C++,6
successfuly,6
!FTC_INLINE,6
@constant:,6
utility,6
0-image,6
FreeImage_GetThumbnail,6
\needed,\,6
rcDest,6
operator</b><br>,6
highest,6
persistent,6
TT_Face,6
absolute,6
FreeImage_SetThumbnail,6
LZW-compressed,6
Background,6
tag.getKey(),6
\this,\,6
cache_subsystem,6
<b>Assignement,6
DO,6
(stretch),6
Are,6
four,6
<Order>,6
mixed,6
Constant,6
timeDelta,6
init,6
graphics,6
replaces,6
------------------------------------------------------------------------------,6
beginning,6
Graphics,6
cout,6
terrains,6
bug:,6
tangent,6
flushes,6
cameras,6
</b><br>,6
There's,6
developers,6
B/W,6
\0.5f,\,6
<Chapter>,6
vertices[,6
truetype,6
Moves,6
alibrary,6
Combining,6
-=,6
Provides,6
conversions,6
\advance,\,6
units),6
v,6
3.7,6
ILUT_USE_OPENGL,6
group,6
framebuffer,6
statically,6
Field,6
</li>,6
sometimes,6
Phonetic,6
radius,6
queried,6
\ok,\,6
almost,6
dimensions,6
IDs,6
pIndex,6
FT_Bool,6
\tag.getKey(),\,6
Unless,6
decode,6
predefined,6
y_ppem,6
<b>Usage,6
report,6
2008,6
unknown,6
Example:,6
Before,6
unhinted,6
lossless,6
GPOS,6
\reason,\,6
Writes,6
-----------------,6
postscript,6
share,6
`extern,6
Auxiliary,6
TT_USE_BYTECODE_INTERPRETER,6
displays,6
0..255,6
\correctly,\,6
emitter,6
exec,6
corner,6
happens,6
activate,6
destLen,6
0~in,6
override,6
FontInfo,6
Miscellaneous,6
clients,6
Floris,6
(only,6
@param[out],6
`value',6
Example,6
pScene,6
basic_types,6
Berg,6
paths,6
FreeImage_GetColorsUsed,6
setup,6
simpler,6
flip,6
virtual,6
------------------------------------------------,6
Contains,6
Have,6
\properties,\,6
Float,6
vertically,6
12,6
CONFIGURATION,6
code),6
<i>model</i>,6
Replacement,6
@FT_Set_Transform,6
counter-clockwise,6
BMP,6
bit-flags,6
pOut,6
(Apple),6
FIP_EXPORTS,6
size_in_bytes,6
@FT_Outline,6
consistent,6
utf-8,6
Is,6
ILUT_USE_SDL,6
Compute,6
tag);,6
appropriate,6
extend,6
`border',6
More,6
!struct,6
\"\\n"\;\,6
\header,\,6
Flip,6
X11,6
Upsampling,6
TT_CONFIG_OPTION_BYTECODE_INTERPRETER,6
pitch,6
2d,6
renderers,6
autofitter,6
_before_,6
pixels),6
\here,\,6
necessary),6
flipping,6
fallback,6
located,6
use</b>,6
System,6
(48-bit,6
populate,6
comes,6
themselves,6
FTC_GCache,6
floats,6
Huffman,6
cur,5
\default),\,5
`height',5
submodule,5
Linear,5
\tables,\,5
characteristics,5
unpleasant,5
MUST,5
translated,5
Extended-A,5
\mesh,\,5
KeyFile,5
DC,5
down,5
increments,5
segment_1,5
counters,5
flat,5
\outlines,\,5
errno,5
Component-wise,5
clazz,5
(using,5
buffers,5
loaders,5
smoothing,5
guessing,5
absolutely,5
`available_sizes',5
Both,5
qnan,5
Deprecated;,5
dict,5
example:,5
Enables,5
pen,5
@FT_TrueTypeGX_Validate,5
\Instead,\,5
magic,5
p,5
intensity,5
hence,5
regardless,5
utilize,5
Module,5
appearance,5
compression),5
(more,5
\faces,\,5
center,5
\negative,\,5
follow,5
2),5
CVT,5
scales,5
Stream,5
port,5
having,5
desired/actual,5
rasters,5
\space,\,5
anti-aliasing,5
rotate,5
format;,5
__m128,5
relies,5
owns,5
That's,5
\original,\,5
vec3,5
(it,5
scheme,5
Diacritical,5
document,5
operator),5
working,5
cosinus,5
filling,5
#elif,5
reliable,5
gridX,5
@func:,5
reduction,5
consume,5
remains,5
\flag,\,5
While,5
prepare,5
ILUT_USE_DIRECTX9,5
glyph),5
\application,\,5
`sfnt',5
TIFF,5
Last,5
Additional,5
Release,5
crc,5
increment,5
GIF,5
wheras,5
`right',5
multi-paged,5
strikes,5
sfnt,5
linker,5
Quake,5
grid-fitting,5
@FT_Library_SetLcdFilter,5
optimal,5
little,5
visibility,5
conventions,5
config.h,5
decimated,5
Extracts,5
y-axis,5
Extended-B,5
According,5
circle,5
Conversion,5
aiMesh,5
ESC,5
t,5
Intel,5
\specification,\,5
exponent,5
padding,5
Bool,5
\only,\,5
detection,5
@link,5
history,5
consisting,5
Allocate,5
step:,5
FT_Long,5
my,5
\sizes,\,5
Initialization,5
half,5
USHORT,5
7,5
Capture,5
DirectDraw,5
fun,5
FT_EXPORT_DEF,5
----------------------------------------------------------------------,5
intend,5
triangulation,5
quick,5
-NORMALIZE(,5
\tag,\,5
row,5
kinds,5
\order,\,5
computes,5
end_point,5
0~if,5
Read,5
opposite,5
Stroke,5
modified:,5
Fullscreen,5
Describes,5
Sources,5
`left',5
layouts,5
funtion,5
Client,5
sequence,5
UTF-8,5
\Normally,\,5
script-specific,5
RGB),5
`FT_Err_Invalid_Argument',5
SGI,5
T2,5
Debug,5
png,5
\input,\,5
reached,5
Box,5
@FT_Done_Library,5
Dithering,5
Inc,5
3.0f,5
preserve,5
<winnt.h>,5
\that,\,5
needn't,5
searches,5
std::endl;,5
grey,5
*must*,5
Korean,5
memLevel,5
docs,5
\drawing,\,5
separately,5
SDK,5
\src,\,5
angles,5
auto-hinting,5
depend,5
PostProcess-Step,5
@FT_Parameter,5
Probably,5
Gets,5
cone,5
-------------------------------------------------------------------------------,5
locations,5
std::vector<float>,5
WOFF,5
cast,5
arcs,5
MAT4,5
occurred,5
-----------------------------------------------------,5
assure,5
geometry,5
b,5
ENCODING,5
guessed,5
surfaces,5
Filename:,5
\size,\,5
Initialize,5
sees,5
Test(Data.size());,5
replaced,5
Clear,5
TrueTypeGX,5
Demx::DirectionalLight(,5
Instance,5
params,5
Latin-1,5
Denton,5
i++,5
channel),5
!WIN32,5
endian,5
Coordinates,5
Demx::SpotLight*,5
zero),5
influence,5
module_name,5
devices,5
subtable,5
making,5
@FT_New_Face_From_FSSpec,5
Standard,5
===================================================================,5
(1,5
locate,5
Update,5
evaluates,5
progress,5
produce,5
capacity,5
FT_CONFIG_OPTIONS_H,5
\c,\,5
2D,5
Compiler,5
high-level,5
\node,\,5
(S),5
obtain,5
Use~0,5
gzread,5
\FreeImage_Save,\,5
(*),5
Current,5
discarded,5
sinus,5
slope,5
Never,5
intersection,5
recognized,5
dl,5
Woods,5
is:,5
Indic,5
gray-level,5
fraction,5
multiplied,5
CID_Size,5
FT_PARAM_TAG_UNPATENTED_HINTING,5
duplicate,5
pic,5
DEPRECATED,5
FT_Int32,5
PIC,5
\texture,\,5
FT_OPEN_PATHNAME,5
Camera,5
Multipage,5
@FT_Get_Kerning,5
Description:,5
technical,5
Query,5
That,5
place,5
0x8000,5
producing,5
FT_Parameter,5
\8.0f,\,5
2.0,5
file),5
15,5
char*,5
transpose,5
\e,\,5
@FT_Stroker_BeginSubPath,5
<Const>,5
14,5
tested,5
FTC_GNode,5
Letters,5
`latin',5
\If~1,\,5
#aiPostProcessSteps,5
embedding,5
Render,5
\information,\,5
rgbReserved,5
J,5
darkens,5
round,5
transparently,5
child,5
express,5
\step,\,5
deviations),5
glm::sin(,5
Supplemental,5
enums,5
Radicals,5
author,5
selection,5
H,5
terminated,5
\is~1,\,5
multiplication,5
thread,5
Height,5
tail,5
sourceLen,5
distortable,5
Setting,5
\FreeType,\,5
FreeImage_Rotate,5
item,5
`kern',5
core,5
http://gcc.gnu.org/wiki/Visibility),5
\3.0f,\,5
Blue,5
C++),5
\TrueType,\,5
inflateInit2,5
executable's,5
null-terminated,5
Valid,5
threadsafe,5
managing,5
2.5,5
chain,5
A.push_back(glm::hvec2(glm::half(,5
TrueType/OpenType,5
ptr,5
CFF_CONFIG_OPTION_OLD_ENGINE,5
DXT1,5
layers,5
GDI,5
FT_Render_Glyph,5
specifications,5
touch,5
implied,5
cursor's,5
Rotate,5
releases,5
ifdef,5
learn,5
#aiProcess_Triangulate,5
attempt,5
Include,5
strength,5
scheme:,4
`builds/<system>',4
ARGB8888,4
decrease,4
\bytes,\,4
*channels,4
\FreeImage_LoadFromHandle,\,4
vec2,4
@FT_GLYPH_FORMAT_BITMAP,4
\bearing,\,4
MSC,4
Type1,4
block's,4
visible,4
\compression,\,4
long',4
<li>Specify,4
1.5f,4
codepoint,4
encodings,4
Lossless,4
Demx::GLEntity::createCube(,4
!FT_DEBUG_LEVEL_ERROR,4
Width,4
(parameter,4
*only*,4
Multiply,4
revision,4
top-level,4
meaningless,4
VEC4,4
divisor,4
fonts),4
variants,4
encoded,4
Demx::Particle&,4
windows,4
meet,4
MRU,4
\fails,\,4
aiScene,4
`int',4
`psnames',4
subsequent,4
dpi,4
Big,4
complex,4
Pawel,4
\FreeImage_Load,\,4
finds,4
FT_CALLBACK_TABLE,4
happened,4
\definition,\,4
\CFF,\,4
resolve,4
selectors,4
(memIO,4
%2,4
distinguish,4
config,4
show,4
miscellaneous,4
BYTE_ORDER,4
GLint,4
Enable,4
ins,4
likely,4
Axis,4
Quit,4
a*b,4
raster's,4
(that,4
@FTC_ScalerRec,4
ordering,4
\Z_NULL,\,4
incrementing,4
FreeImage's,4
quaternions,4
fipMemoryIO,4
anymore,4
(offset),4
independently,4
Katakana,4
horiBearingY,4
Computes,4
FT_FREETYPE_H,4
Watcom,4
aiReleaseImport(),4
glyph',4
finalize,4
\types,\,4
\API,\,4
Asian,4
thickness,4
emboldened,4
\strings,\,4
2000-2009,4
implements,4
\unchanged,\,4
Mouse,4
recorded,4
`bytes',4
style),4
\%2.3f)\n"\,\,4
synthesized,4
usu,4
had,4
mac,4
grayscale,4
FT_IMAGE_TAG,4
Roman,4
DDSCAPS2,4
Demx::Light,4
Adler32,4
@FT_Request_Size,4
`buffer',4
\Type~1,\,4
Game,4
FreeImage_GetMetadata,4
_define_,4
\to~0,\,4
\stuff,\,4
==================================,4
yourself,4
TT_CONFIG_OPTION_BDF,4
FT_GlyphSlot,4
#ifndef,4
forms,4
Original,4
1000,4
FT_CONFIG_OPTION_SYSTEM_ZLIB,4
Left,4
Target,4
enumerated,4
`(a*b)/c',4
backwards-compatible,4
wavelet,4
#aiScene,4
doubly-linked,4
FT_DEBUG_AUTOFIT,4
\,\,4
Crop,4
keeping,4
\p,\,4
sufficient,4
piz-based,4
Mesa,4
0.7,4
__CC_ARM,4
divide,4
destroying,4
gasp,4
|=,4
FT_Bitmap,4
Able,4
FTC_ImageCache,4
finding,4
non-Mac,4
early,4
captured,4
pointed,4
Controlling,4
\integer,\,4
mHeight,4
__int64,4
\undefined,\,4
\position,\,4
Autofitter,4
anode,4
matrices,4
compare,4
#aiProcess_FindDegenerates,4
2000,4
`bbox_mode',4
explicit,4
Tai,4
PI,4
alias,4
-------------------------------------------------,4
imaginary,4
nesting,4
att1,4
typeface,4
FT_Library*,4
Take,4
regarding,4
Performs,4
@FT_FREETYPE_H,4
Ogre,4
\ascender,\,4
loading:,4
warping,4
extracting,4
@FT_LOAD_NO_HINTING,4
`long,4
NOTE:,4
degrade,4
#aiProcess_TransformUVCoords,4
higher-level,4
supported),4
Changes,4
fsType,4
user-provided,4
wave,4
framework,4
behaves,4
\caller,\,4
(flvdberg@wxs.nl),4
key-value,4
incrementally,4
dictionaries,4
\@FT_Load_Glyph,\,4
.h,4
\version,\,4
SUPPORT,4
entire,4
User-supplied,4
1),4
creates,4
addresses,4
\COLOR3_RED,\,4
Try,4
sky,4
worth,4
fipMetadataFind,4
@FT_Render_Glyph,4
stream's,4
MD3,4
covering,4
excluded,4
values),4
Access,4
threads,4
\diffuse,\,4
running,4
portion,4
80,4
att2,4
FT_EXPORT,4
\1996-2006,\,4
lossy,4
Exp,4
non-ANSI,4
curve,4
detects,4
creation,4
epsilon,4
Context,4
Start,4
Roberto,4
FT_CALLBACK_DEF,4
subsetted,4
`post',4
--------------------------------------------------------,4
upper,4
(The,4
`ftoption.h',4
...),4
begin,4
expect,4
degenerate,4
recognize,4
Model,4
shape,4
\color,\,4
@FT_Done_FreeType,4
---------------------------------------------------------------------------------------,4
attribute,4
segment_2,4
Deletes,4
hinter-specific,4
decrements,4
$,4
Display,4
FT_ULong,4
consecutive,4
\designer,\,4
improve,4
Numbers,4
Discard,4
/////////////////////////////////////////////////////////////////////////////////,4
replacement,4
(omitting,4
inverse,4
\(read-only,\,4
\loaded,\,4
lot,4
libraries',4
Demx::Shader*,4
FT_LOAD_DEFAULT,4
CMap,4
XPsp2,4
Calling,4
Enumerates,4
Generated,4
Gailly,4
demonstration,4
(where,4
\C~string,\,4
conform,4
Force,4
CLASS,4
children,4
prev_rsb_delta,4
model),4
Little,4
asked,4
Normally,4
fax,4
HBITMAP,4
\transparent,\,4
factors,4
memory-based,4
std::string,4
(contains,4
exceptions,4
`free_ent',4
(4:4:4),4
TT_VertHeader,4
MacOS,4
MoveTo,4
Minimum,4
Insert,4
@FT_LOAD_FORCE_AUTOHINT,4
entity's,4
1~if,4
\any,\,4
Loader,4
Parse,4
(1),4
Demx::Light*,4
assign,4
ALL,4
20,4
Usage,4
\exit,\,4
DEFLATE,4
\FreeImage_GetFileTypeFromHandle,\,4
any),4
shaders,4
\specular,\,4
\x-height,\,4
CACHE,4
adds,4
reflects,4
moving,4
TT_HoriHeader,4
Flags,4
MSVC,4
Integer,4
SBit,4
four-letter,4
Channel,4
(Microsoft),4
Loop,4
(2004-07-26),4
num_glyphs,4
Selected,4
others,4
tricky,4
ILU,4
for(,4
video,4
pFlags,4
engine->createParticleSystem(,4
demonstrates,4
pixmaps,4
coding,4
Releases,4
\support,\,4
@FT_New_Size,4
1999,4
FT_ENCODING_NONE,4
FREEIMAGE_EXPORTS,4
FT_RENDER_MODE_LCD,4
FreeImage_SetChannel,4
upwards,4
hints/stems,4
**********************************************,4
multithreading,4
ILUT_USE_DIRECTX10,4
$Id:,4
processor,4
refresh,4
FT_Module_Class,4
