File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertTo24Bits(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertTo32Bits(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertToGrayscale(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::colorQuantize(FREE_IMAGE_QUANTIZE algorithm),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::dither(FREE_IMAGE_DITHER algorithm),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertToFloat(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertToRGBF(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertToRGBAF(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertToUINT16(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertToRGB16(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::convertToRGBA16(),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::toneMapping(FREE_IMAGE_TMO tmo, double first_param, double second_param, double third_param, double fourth_param)",16,14,10,6,1,0,1,9,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::isTransparent() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getTransparencyCount() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getTransparencyTable() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::setTransparencyTable(BYTE *table, int count)",3,3,3,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::hasFileBkColor() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getFileBkColor(RGBQUAD *bkcolor) const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::setFileBkColor(RGBQUAD *bkcolor),3,3,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::getChannel(fipImage& image, FREE_IMAGE_COLOR_CHANNEL channel) const",6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::setChannel(fipImage& image, FREE_IMAGE_COLOR_CHANNEL channel)",6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::splitChannels(fipImage& RedChannel, fipImage& GreenChannel, fipImage& BlueChannel)",9,8,7,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::combineChannels(fipImage& red, fipImage& green, fipImage& blue)",18,15,13,4,3,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::rotateEx(double angle, double x_shift, double y_shift, double x_origin, double y_origin, BOOL use_mask)",8,8,6,4,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::rotate(double angle, const void *bkcolor)",32,29,13,11,3,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::flipVertical(),7,6,5,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::flipHorizontal(),7,6,5,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::invert(),7,6,5,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::adjustCurve(BYTE *LUT, FREE_IMAGE_COLOR_CHANNEL channel)",7,6,5,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::adjustGamma(double gamma),7,6,5,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::adjustBrightness(double percentage),7,6,5,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::adjustContrast(double percentage),7,6,5,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::adjustBrightnessContrastGamma(double brightness, double contrast, double gamma)",7,6,5,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::getHistogram(DWORD *histo, FREE_IMAGE_COLOR_CHANNEL channel) const",5,5,4,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::rescale(unsigned new_width, unsigned new_height, FREE_IMAGE_FILTER filter)",21,19,9,7,1,0,1,4,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::makeThumbnail(unsigned max_size, BOOL convert)",21,19,9,7,1,0,1,2,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,fipImage::getMetadataCount(FREE_IMAGE_MDMODEL model) const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::getMetadata(FREE_IMAGE_MDMODEL model, const char *key, fipTag& tag) const",11,10,9,3,0,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipImage.cpp,"fipImage::setMetadata(FREE_IMAGE_MDMODEL model, const char *key, fipTag& tag)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::fipMemoryIO(BYTE *data, DWORD size_in_bytes)",2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,fipMemoryIO::~fipMemoryIO(),4,4,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,fipMemoryIO::close(),5,5,4,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,fipMemoryIO::isValid() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,fipMemoryIO::getFileType() const,6,5,4,3,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::load(FREE_IMAGE_FORMAT fif, int flags) const",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::loadMultiPage(FREE_IMAGE_FORMAT fif, int flags) const",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::save(FREE_IMAGE_FORMAT fif, FIBITMAP *dib, int flags)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::saveMultiPage(FREE_IMAGE_FORMAT fif, FIMULTIBITMAP *bitmap, int flags)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::read(void *buffer, unsigned size, unsigned count) const",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::write(const void *buffer, unsigned size, unsigned count)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,fipMemoryIO::tell() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::seek(long offset, int origin)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMemoryIO.cpp,"fipMemoryIO::acquire(BYTE **data, DWORD *size_in_bytes)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMetadataFind.cpp,fipMetadataFind::isValid() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMetadataFind.cpp,fipMetadataFind::fipMetadataFind(),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMetadataFind.cpp,fipMetadataFind::~fipMetadataFind(),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMetadataFind.cpp,"fipMetadataFind::findFirstMetadata(FREE_IMAGE_MDMODEL model, fipImage& image, fipTag& tag)",9,9,8,4,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMetadataFind.cpp,fipMetadataFind::findNextMetadata(fipTag& tag),7,7,6,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,fipMultiPage::fipMultiPage(BOOL keep_cache_in_memory),1,1,1,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,fipMultiPage::~fipMultiPage(),5,4,3,1,0,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,fipMultiPage::isValid() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::open(const char* lpszPathName, BOOL create_new, BOOL read_only, int flags)",8,4,4,1,2,0,2,12,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::open(fipMemoryIO& memIO, int flags)",8,4,4,1,2,0,2,13,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::open(FreeImageIO *io, fi_handle handle, int flags)",8,4,4,1,2,0,2,12,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,fipMultiPage::close(int flags),9,7,6,2,1,0,1,3,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::saveToHandle(FREE_IMAGE_FORMAT fif, FreeImageIO *io, fi_handle handle, int flags) const",7,6,5,2,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::saveToMemory(FREE_IMAGE_FORMAT fif, fipMemoryIO& memIO, int flags) const",7,6,5,2,1,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,fipMultiPage::getPageCount() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,fipMultiPage::appendPage(fipImage& image),4,4,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::insertPage(int page, fipImage& image)",4,4,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,fipMultiPage::deletePage(int page),4,4,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::movePage(int target, int source)",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,fipMultiPage::lockPage(int page),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::unlockPage(fipImage& image, BOOL changed)",8,6,5,1,0,0,2,16,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipMultiPage.cpp,"fipMultiPage::getLockedPageNumbers(int *pages, int *count) const",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::fipTag(),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::~fipTag(),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,"fipTag::setKeyValue(const char *key, const char *value)",19,17,15,4,0,0,2,6,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::fipTag(const fipTag& tag),2,2,2,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::operator=(const fipTag& tag),6,6,5,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::operator=(FITAG *tag),4,4,4,2,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::isValid() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::getKey() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::getDescription() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::getID() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::getType() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::getCount() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::getLength() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::getValue() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::setKey(const char *key),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::setDescription(const char *description),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::setID(WORD id),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::setType(FREE_IMAGE_MDTYPE type),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::setCount(DWORD count),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::setLength(DWORD length),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,fipTag::setValue(const void *value),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipTag.cpp,"fipTag::toString(FREE_IMAGE_MDMODEL model, char *Make) const",2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,"SET_FREEIMAGE_MARKER(BITMAPINFOHEADER *bmih, FIBITMAP *dib)",4,2,2,0,0,0,2,12,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,GET_FREEIMAGE_MARKER(BITMAPINFOHEADER *bmih),2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,"fipWinImage::fipWinImage(FREE_IMAGE_TYPE image_type, unsigned width, unsigned height, unsigned bpp)",9,8,8,0,0,0,1,4,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::~fipWinImage(),4,4,3,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::clear(),9,7,6,1,0,0,2,6,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::isValid() const,2,2,2,1,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::operator=(const fipImage& Image),11,8,7,2,1,0,2,6,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::operator=(const fipWinImage& Image),19,15,13,3,1,0,3,9,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::copyToHandle() const,43,24,22,3,13,0,6,32,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::copyFromHandle(HANDLE hMem),69,44,29,9,15,0,10,69,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::copyFromBitmap(HBITMAP hbmp),40,27,18,5,6,7,7,72,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::copyToClipboard(HWND hWndNewOwner) const,15,13,10,5,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,fipWinImage::pasteFromClipboard(),13,11,9,5,2,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,"fipWinImage::captureWindow(HWND hWndApplicationWindow, HWND hWndSelectedWindow)",68,43,37,8,13,1,12,67,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,"fipWinImage::drawEx(HDC hDC, RECT& rcDest, BOOL useFileBkg, RGBQUAD *appBkColor, FIBITMAP *bg) const",75,54,40,10,6,0,15,82,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,"fipWinImage::setToneMappingOperator(FREE_IMAGE_TMO tmo, double first_param, double second_param, double third_param, double fourth_param)",21,19,12,4,1,0,1,6,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\fipWinImage.cpp,"fipWinImage::getToneMappingOperator(FREE_IMAGE_TMO *tmo, double *first_param, double *second_param, double *third_param, double *fourth_param) const",6,6,6,0,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\src\FreeImagePlus.cpp,"DllMain( HANDLE hModule, DWORD ul_reason_for_call, LPVOID lpReserved)",10,10,4,3,0,0,0,0,
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeImage\Wrapper\FreeImagePlus\test\fipTest.cpp,"FreeImageErrorHandler(FREE_IMAGE_FORMAT fif, const char *message)",7,7,6,1,0,0,0,0,
